X,Y,ID,Ottawa__Police_Division,Ottawa_Police_Sector,Report_Date,Incident_StartDate,Incident_EndDate,Weekday,Location_Type,Primary_Offence,ONS_Neighbourhood_2019,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Colour,Bicycle_Speed,X,Y,Census_Tract_Unique_ID,Census_Tract_Name,Object_ID,OBJECTID
367354.8967,5029270.022,2088,Central,22,14-Aug-16,13-Aug-16,14-Aug-16,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,850,SPECIALIZED,VITA,HYBRID,WOMEN'S,White,21,367354.8967,5029270.022,5050019,19,2088,2087
367535.894,5029661.381,2089,Central,22,16-Aug-16,16-Aug-16,16-Aug-16,3,,B&E RESIDENCE,Glebe - Dows Lake,Recovered,1000,TREK,7.3 SX,HYBRID,WOMEN'S,Black,27,367535.894,5029661.381,5050036,36,2089,2088
368637.2381,5029141.34,2090,Central,22,19-Aug-16,17-Aug-16,17-Aug-16,4,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,713,SPECIALIZED,ALLEZ 2013,TOURING,MEN'S,Black,21,368637.2381,5029141.34,5050018,18,2090,2089
368553.7101,5029869.562,2091,Central,22,19-Aug-16,5-Aug-16,6-Aug-16,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,795.95,JMC CUSTOM,GREEN 20. FIXED,OTHER,MEN'S,Green,1,368553.7101,5029869.562,,,2091,2090
368584.7121,5028843.553,2092,Central,22,20-Aug-16,19-Aug-16,19-Aug-16,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,2000,MEC,COTE,TOURING,MEN'S,Orange,22,368584.7121,5028843.553,5050019,19,2092,2091
367628.7079,5028903.554,2093,Central,22,24-Aug-16,24-Aug-16,24-Aug-16,4,,B&E RESIDENCE,Glebe - Dows Lake,Stolen,2000,TREK,UNKNOWN,HYBRID,MEN'S,Grey,15,367628.7079,5028903.554,5050019,19,2093,2092
368336.7101,5029551.56,2094,Central,22,25-Aug-16,25-Aug-16,25-Aug-16,5,,THEFT<BICYCLE,Glebe - Dows Lake,Recovered,1000,PEDALEASY,HYBRID,HYBRID,MEN'S,Dark Green ,7,368336.7101,5029551.56,5050018,18,2094,2093
368336.709,5030239.566,2095,Central,22,30-Aug-16,29-Aug-16,30-Aug-16,2,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,500,UNKNOWN,UNKNOWN,OTHER,UNISEX,Red,1,368336.709,5030239.566,5050036,36,2095,2094
368397.711,5029229.557,2096,Central,22,11-Sep-16,29-Aug-16,9-Sep-16,2,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,400,KUNSTAD,UNKNOWN,MOUNTAIN,CHILD'S,White,,368397.711,5029229.557,5050018,18,2096,2095
368506.2197,5029140.087,2097,Central,22,15-Sep-16,15-Sep-16,15-Sep-16,5,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,0,TREK,1.200000,TOURING,MEN'S,Black,9,368506.2197,5029140.087,5050018,18,2097,2096
368637.2381,5029141.34,2098,Central,22,18-Sep-16,18-Sep-16,18-Sep-16,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,700,TREK,1.100000,N/A,N/A,Blue,,368637.2381,5029141.34,5050018,18,2098,2097
368367.7101,5029476.559,2099,Central,22,18-Sep-16,18-Sep-16,18-Sep-16,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,600,APOLLO,VOLARE,N/A,N/A,Black,,368367.7101,5029476.559,5050018,18,2099,2098
367200.706,5029385.559,2100,Central,22,20-Sep-16,9-Sep-16,9-Sep-16,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,350,BIANCHI,PROJECT 2,OTHER,UNISEX,"Silver, Aluminum, Stainless Steel",15,367200.706,5029385.559,5050035,35,2100,2099
368070.1011,5029202.629,2101,Central,22,21-Sep-16,4-Aug-16,5-Aug-16,5,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,100,BIANCHI,UNKNOWN,RACER,MEN'S,Light Blue,12,368070.1011,5029202.629,5050019,19,2101,2100
368239.709,5029787.562,2102,Central,22,22-Sep-16,19-Sep-16,19-Sep-16,2,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,350,KONA,BLAST,MOUNTAIN,UNISEX,Dark Green ,10,368239.709,5029787.562,5050036,36,2102,2101
368637.2381,5029141.34,2103,Central,22,30-Sep-16,7-Sep-16,14-Sep-16,4,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,300,NORCO,UNKNOWN,MOUNTAIN,MEN'S,Red,0,368637.2381,5029141.34,5050018,18,2103,2102
367690.7079,5028977.555,2104,Central,22,2-Oct-16,1-Oct-16,2-Oct-16,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,700,CANNONDALE,FELICITY,REGULAR,WOMEN'S,Black,3,367690.7079,5028977.555,5050019,19,2104,2103
368481.711,5029197.556,2105,Central,22,2-Oct-16,2-Oct-16,2-Oct-16,1,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,400,PEUGEOT,UNKNOWN,RACER,MEN'S,Red,10,368481.711,5029197.556,5050018,18,2105,2104
367583.7079,5029009.555,2106,Central,22,3-Oct-16,1-Oct-16,1-Oct-16,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,200,MAYBE SUPER CYC,UNKNOWN,RACER,UNISEX,Yellow,21,367583.7079,5029009.555,5050019,19,2106,2105
368637.2381,5029141.34,2107,Central,22,12-Oct-16,11-Oct-16,12-Oct-16,3,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,2000,TREK,UNKNOWN,RACER,UNISEX,Dark Blue,21,368637.2381,5029141.34,5050018,18,2107,2106
367354.8967,5029270.022,2108,Central,22,19-Oct-16,18-Oct-16,19-Oct-16,3,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,800,TREK,GARY FISHER 8.2,MOUNTAIN,MEN'S,"Cream, Ivory",,367354.8967,5029270.022,5050019,19,2108,2107
367799.7079,5029420.559,2109,Central,22,20-Oct-16,20-Oct-16,20-Oct-16,5,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,817.04,TREK NEKO,SL WSD,HYBRID,WOMEN'S,Light Blue,27,367799.7079,5029420.559,5050019,19,2109,2108
367200.706,5029385.559,2110,Central,22,22-Oct-16,21-Oct-16,21-Oct-16,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,540,GT,AGGRESSOR,MOUNTAIN,CHILD'S,Green,14,367200.706,5029385.559,5050035,35,2110,2109
367799.7079,5029420.559,2111,Central,22,4-Nov-16,3-Nov-16,3-Nov-16,5,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1500,GIANT,UNKNOWN,REGULAR,MEN'S,Blue,18,367799.7079,5029420.559,5050019,19,2111,2110
368594.711,5029799.561,2112,Central,22,17-Apr-17,14-Apr-17,17-Apr-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,400,GIANT,ROCK EDITION,MOUNTAIN,MEN'S,Blue,21,368594.711,5029799.561,5050018,18,2112,2111
368728.3079,5029342.493,2113,Central,22,27-Apr-17,26-Apr-17,27-Apr-17,4,,THEFT<BICYCLE,Glebe - Dows Lake,Recovered,1500,DIAMOND BACK,APEX,HYBRID,UNISEX,Maroon,21,368728.3079,5029342.493,5050018,18,2113,2112
368603.7645,5029198.308,2114,Central,22,4-May-17,4-May-17,4-May-17,5,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,400,GIANT,REVEL,MOUNTAIN,UNISEX,Black,21,368603.7645,5029198.308,5050018,18,2114,2113
367933.709,5028789.553,2115,Central,22,5-May-17,15-Aug-16,22-Aug-16,2,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,250,MIELE,UNKNOWN,RACER,MEN'S,"Silver, Aluminum, Stainless Steel",12,367933.709,5028789.553,5050019,19,2115,2114
368787.84,5029379.824,2116,Central,22,6-May-17,8-Apr-16,21-Apr-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,600,MIELE,TORINO,HYBRID,MEN'S,Black,,368787.84,5029379.824,5050018,18,2116,2115
368506.2197,5029140.087,2117,Central,22,20-May-17,20-May-17,20-May-17,7,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,700,KONA,KULA DELUXE 200,HYBRID,MEN'S,Red,24,368506.2197,5029140.087,5050018,18,2117,2116
368157.906,5029985.012,2118,Central,22,20-May-17,20-May-17,20-May-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,150,NORCO,UNKNOWN,HYBRID,UNISEX,Black,,368157.906,5029985.012,5050036,36,2118,2117
368637.711,5029730.561,2119,Central,22,22-May-17,21-May-17,22-May-17,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,50,NORCO,SCORCHER,MOUNTAIN,UNISEX,"Silver, Aluminum, Stainless Steel",,368637.711,5029730.561,5050018,18,2119,2118
368305.7101,5029628.56,2120,Central,22,27-May-17,27-May-17,27-May-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,3000,SPECIALIZED,SECTEUR,RACER,UNISEX,Red,,368305.7101,5029628.56,5050018,18,2120,2119
368637.2381,5029141.34,2121,Central,22,1-Jun-17,30-May-17,30-May-17,3,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1000,OPUS,UNKNOWN,RACER,WOMEN'S,Red,,368637.2381,5029141.34,5050018,18,2121,2120
368492.709,5030332.566,2122,Central,22,1-Jun-17,1-Jun-17,1-Jun-17,5,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,500,KONA,HYBRID,HYBRID,MEN'S,Black,,368492.709,5030332.566,5050036,36,2122,2121
368367.7101,5029476.559,2123,Central,22,5-Jun-17,27-May-17,5-Jun-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,,TREK,MOUNTAIN BIKE,MOUNTAIN,MEN'S,"Blue, White",10,368367.7101,5029476.559,5050018,18,2123,2122
368683.4376,5029244.601,2124,Central,22,14-Jun-17,13-Jun-17,14-Jun-17,3,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,250,MIELE,UNKNOWN,MOUNTAIN,WOMEN'S,Green,,368683.4376,5029244.601,5050018,18,2124,2123
367799.7079,5029420.559,2125,Central,22,17-Jun-17,16-Jun-17,16-Jun-17,6,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,500,GIANT,TALON,MOUNTAIN,MEN'S,Black,24,367799.7079,5029420.559,5050019,19,2125,2124
367535.894,5029661.381,2126,Central,22,18-Jun-17,18-Jun-17,18-Jun-17,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,150,RALEIGH,UNKNOWN,REGULAR,UNISEX,Black,,367535.894,5029661.381,5050036,36,2126,2125
368813.32,5029825.873,2127,Central,22,20-Jun-17,17-Jun-17,19-Jun-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,100,RALEIGH,UNKNOWN,TOURING,WOMEN'S,Black,5,368813.32,5029825.873,5050018,18,2127,2126
368637.711,5029730.561,2128,Central,22,20-Jun-17,16-Jun-17,17-Jun-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,200,GARY FISHER,UNKNOWN,MOUNTAIN,UNISEX,"Silver, Aluminum, Stainless Steel",21,368637.711,5029730.561,5050018,18,2128,2127
368273.709,5029703.561,2129,Central,22,8-Jul-17,8-Jul-17,8-Jul-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,,GIANT,UNKNOWN,MOUNTAIN,MEN'S,N/A,27,368273.709,5029703.561,5050018,18,2129,2128
368305.7101,5029628.56,2130,Central,22,10-Jul-17,10-Jul-17,10-Jul-17,2,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1200,GIANT,UNKNOWN,REGULAR,WOMEN'S,"Purple, Lavender, Mauve, Grey",21,368305.7101,5029628.56,5050018,18,2130,2129
368577.7121,5028966.554,2131,Central,22,11-Jul-17,21-Jun-17,23-Jun-17,4,Bank and Other Financial Institutions,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,649,ROCKY MOUNTAIN,SOUL 700,MOUNTAIN,MEN'S,Orange,,368577.7121,5028966.554,5050018,18,2131,2130
368506.2197,5029140.087,2132,Central,22,15-Jul-17,15-Jul-17,15-Jul-17,7,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1000,AMERICAN EAGLE,GT AVALANCHE 2.,MOUNTAIN,MEN'S,"Black, Blue",16,368506.2197,5029140.087,5050018,18,2132,2131
367519.7071,5029162.557,2133,Central,22,19-Jul-17,18-Jul-17,19-Jul-17,3,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,2000,CANNONDALE,F600,MOUNTAIN,MEN'S,Blue,18,367519.7071,5029162.557,5050019,19,2133,2132
367113.7049,5029589.561,2134,Central,22,20-Jul-17,15-Jul-17,18-Jul-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,300,GMC,DENALI,REGULAR,MEN'S,Black,21,367113.7049,5029589.561,5050035,35,2134,2133
367113.7049,5029589.561,2135,Central,22,22-Jul-17,9-Jul-17,22-Jul-17,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,100,GIANT,UNKNOWN,HYBRID,UNISEX,Black,0,367113.7049,5029589.561,5050035,35,2135,2134
367455.7071,5028711.553,2136,Central,22,27-Jul-17,25-Jul-17,25-Jul-17,3,Commercial / Corporate Places,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,250,NAKAMURA,ROYAL M,HYBRID,MEN'S,Black,0,367455.7071,5028711.553,5050019,19,2136,2135
368813.32,5029825.873,2137,Central,22,28-Jul-17,24-Jul-17,25-Jul-17,2,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,722,LIV,ALIGHT 2 M DARK,REGULAR,UNISEX,Dark Blue,5,368813.32,5029825.873,5050018,18,2137,2136
368532.6614,5029078.669,2138,Central,22,7-Aug-17,7-Aug-17,7-Aug-17,2,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,685,GT,TRANSEO 700C,HYBRID,MEN'S,Grey,21,368532.6614,5029078.669,5050018,18,2138,2137
367172.7049,5029453.56,2139,Central,22,9-Aug-17,8-Aug-17,9-Aug-17,3,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,300,MIYATA,UNKNOWN,HYBRID,WOMEN'S,Beige,10,367172.7049,5029453.56,5050035,35,2139,2138
367216.7049,5029600.561,2140,Central,22,14-Aug-17,11-Aug-17,14-Aug-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,600,NORCO,RIDEAU,HYBRID,WOMEN'S,N/A,1,367216.7049,5029600.561,5050035,35,2140,2139
368155.757,5029001.334,2141,Central,22,21-Aug-17,20-Aug-17,21-Aug-17,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,450,NORTHROCK,CTM CROSS-TERRA,HYBRID,MEN'S,Black,21,368155.757,5029001.334,5050019,19,2141,2140
368532.6614,5029078.669,2142,Central,22,23-Aug-17,23-Aug-17,23-Aug-17,4,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,350,TREK,UNKNOWN,MOUNTAIN,MEN'S,Black,18,368532.6614,5029078.669,5050018,18,2142,2141
367896.709,5028848.554,2143,Central,22,25-Aug-17,24-Aug-17,25-Aug-17,5,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1700,UNKNOWN,UNKNOWN,TOURING,UNISEX,Other,10,367896.709,5028848.554,5050019,19,2143,2142
368798.7781,5029280.463,2144,Central,22,26-Aug-17,25-Aug-17,25-Aug-17,6,Fitness Places/ Stadium /Arena,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1200,TREK,UNKNOWN,MOUNTAIN,WOMEN'S,Grey,24,368798.7781,5029280.463,5050018,18,2144,2143
368399.6381,5029398.237,2145,Central,22,4-Sep-17,1-Sep-17,1-Sep-17,6,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,400,SE,DRAFT,REGULAR,MEN'S,Black,1,368399.6381,5029398.237,5050018,18,2145,2144
368305.7101,5029628.56,2146,Central,22,4-Sep-17,2-Sep-17,4-Sep-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,500,UNKNOWN,UNKNOWN,MOUNTAIN,WOMEN'S,"Purple, Lavender, Mauve",21,368305.7101,5029628.56,5050018,18,2146,2145
367554.4594,5029079.927,2147,Central,22,9-Sep-17,8-Sep-17,9-Sep-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1150,MARIN,FAIRFAX 3,HYBRID,MEN'S,Black,21,367554.4594,5029079.927,5050019,19,2147,2146
368399.6381,5029398.237,2148,Central,22,13-Sep-17,12-Sep-17,13-Sep-17,3,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,200,BONELLI,PARKOUR,RACER,WOMEN'S,"Purple, Lavender, Mauve",7,368399.6381,5029398.237,5050018,18,2148,2147
367216.7049,5029600.561,2149,Central,22,16-Sep-17,15-Sep-17,16-Sep-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,300,CCM AND MEC,UNKNOWN,HYBRID,MEN'S,Black,,367216.7049,5029600.561,5050035,35,2149,2148
368577.7121,5028966.554,2150,Central,22,17-Sep-17,16-Sep-17,17-Sep-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,2000,GIANT,ANTHEM,MOUNTAIN,MEN'S,"Black, Red",21,368577.7121,5028966.554,5050018,18,2150,2149
367927.266,5029040.386,2151,Central,22,17-Sep-17,16-Sep-17,17-Sep-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,25,GIANT,UNKNOWN,REGULAR,WOMEN'S,Red,15,367927.266,5029040.386,5050019,19,2151,2150
367799.7079,5029420.559,2152,Central,22,18-Sep-17,18-Sep-17,18-Sep-17,2,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,400,UNKNOWN,UNKNOWN,HYBRID,MEN'S,Red,,367799.7079,5029420.559,5050019,19,2152,2151
368532.6614,5029078.669,2153,Central,22,19-Sep-17,16-Sep-17,16-Sep-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,800,ROCKY MOUNTAIN,SOUL,MOUNTAIN,UNISEX,Green,0,368532.6614,5029078.669,5050018,18,2153,2152
367754.7079,5029494.559,2154,Central,22,2-Oct-17,29-Sep-17,2-Oct-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1356,DEVINCI,OSLO,HYBRID,MEN'S,Grey,27,367754.7079,5029494.559,5050036,36,2154,2153
367799.7079,5029420.559,2155,Central,22,5-Oct-17,4-Oct-17,4-Oct-17,4,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,120,CCM,UNKNOWN,MOUNTAIN,MEN'S,Bronze,18,367799.7079,5029420.559,5050019,19,2155,2154
368137.709,5029433.559,2156,Central,22,7-Oct-17,6-Oct-17,7-Oct-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1200,BRODIE,2009HELLION,MOUNTAIN,WOMEN'S,White,,368137.709,5029433.559,5050019,19,2156,2155
368507.7101,5029949.563,2157,Central,22,9-Oct-17,8-Oct-17,9-Oct-17,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,50,GARY FISHER,HIGHER GIMEE,MOUNTAIN,MEN'S,Green,21,368507.7101,5029949.563,5050036,36,2157,2156
368603.7645,5029198.308,2158,Central,22,10-Oct-17,5-Oct-17,5-Oct-17,5,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,2000,KONA,CINDER CONE XTR,MOUNTAIN,MEN'S,Grey,18,368603.7645,5029198.308,5050018,18,2158,2157
368428.8663,5029324.127,2159,Central,22,13-Oct-17,12-Oct-17,12-Oct-17,5,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,500,DEVINCI,2016 MILANO,REGULAR,UNISEX,Black,1,368428.8663,5029324.127,5050018,18,2159,2158
368343.6381,5029364.469,2160,Central,22,14-Oct-17,13-Oct-17,14-Oct-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,2000,TREK,8000,MOUNTAIN,MEN'S,Blue,21,368343.6381,5029364.469,5050018,18,2160,2159
368427.6301,5029163.207,2161,Central,22,16-Oct-17,14-Oct-17,14-Oct-17,7,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,,SPECIALIZED,JUMPER,MOUNTAIN,MEN'S,Black,22,368427.6301,5029163.207,5050018,18,2161,2160
367360.771,5029674.046,2162,Central,22,17-Oct-17,15-Oct-17,17-Oct-17,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,100,NA,A,OTHER,UNISEX,Red,1,367360.771,5029674.046,5050036,36,2162,2161
367356.706,5029551.56,2163,Central,22,26-Oct-17,25-Oct-17,25-Oct-17,4,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,1500,NORCO,CARBON BIKE,REGULAR,MEN'S,Black,10,367356.706,5029551.56,,,2163,2162
368554.711,5029404.558,2164,Central,22,27-Oct-17,13-Oct-17,26-Oct-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,700,GARY FISHER,UNKNOWN,HYBRID,WOMEN'S,Black,10,368554.711,5029404.558,5050018,18,2164,2163
368642.871,5029543.934,2165,Central,22,30-Oct-17,29-Oct-17,30-Oct-17,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,300,FELT,DISPATCH,TOURING,MEN'S,White,1,368642.871,5029543.934,5050018,18,2165,2164
367799.7079,5029420.559,2166,Central,22,31-Oct-17,30-Oct-17,31-Oct-17,2,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,800,STEELWOOL,UNKNOWN,HYBRID,UNISEX,Blue,1,367799.7079,5029420.559,5050019,19,2166,2165
368452.711,5029269.557,2167,Central,22,2-Nov-17,2-Nov-17,2-Nov-17,5,Bar/ Coffee/ Restaurant,THEFT<BICYCLE,Glebe - Dows Lake,Recovered,1400,KONA,UNIT,MOUNTAIN,MEN'S,"Purple, Lavender, Mauve",1,368452.711,5029269.557,5050018,18,2167,2166
368305.7101,5029628.56,2168,Central,22,3-Nov-17,3-Nov-17,,6,,THEFT<BICYCLE,Glebe - Dows Lake,Seized,,NORCO,MOUNTAINEER,MOUNTAIN,MEN'S,"Black, Silver, Aluminum, Stainless Steel",21,368305.7101,5029628.56,5050018,18,2168,2167
368678.711,5029661.56,2169,Central,22,3-Nov-17,2-Nov-17,3-Nov-17,5,,B&E RESIDENCE,Glebe - Dows Lake,Stolen,200,NORCO,MOUNTAINEER,MOUNTAIN,MEN'S,"Black, Yellow",21,368678.711,5029661.56,5050018,18,2169,2168
368577.7121,5028966.554,2170,Central,22,8-Nov-17,3-Nov-17,3-Nov-17,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,200,NORCO,UNKNOWN,REGULAR,WOMEN'S,Blue,12,368577.7121,5028966.554,5050018,18,2170,2169
367799.7079,5029420.559,2171,Central,22,9-Nov-17,1-Nov-17,2-Nov-17,4,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,350,GARY FISHER,ADVANCE,MOUNTAIN,MEN'S,Grey,24,367799.7079,5029420.559,5050019,19,2171,2170
367799.7079,5029420.559,2172,Central,22,13-Nov-17,13-Nov-17,13-Nov-17,2,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,600,CCM,"APEX 26"""" MOUNTA",MOUNTAIN,MEN'S,White,24,367799.7079,5029420.559,5050019,19,2172,2171
367089.8449,5029645.613,2173,Central,22,23-Nov-17,22-Nov-17,23-Nov-17,4,,B&E RESIDENCE,Glebe - Dows Lake,Recovered,,SIMS,SEABREEZE,REGULAR,WOMEN'S,Orange,10,367089.8449,5029645.613,5050035,35,2173,2172
368813.32,5029825.873,2174,Central,22,1-Feb-18,1-Oct-17,25-Jan-18,1,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,400,MIELE,UNKNOWN,RACER,MEN'S,Black,12,368813.32,5029825.873,5050018,18,2174,2173
367354.8967,5029270.022,2175,Central,22,1-Feb-18,31-Dec-17,1-Jan-18,1,,PERSONATION,Glebe - Dows Lake,Stolen,300,GIANT,BMX,BMX,UNISEX,Grey,1,367354.8967,5029270.022,5050019,19,2175,2174
368305.7101,5029628.56,2176,Central,22,28-Mar-18,28-Mar-18,28-Mar-18,4,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,700,TREK,DS 8.3 17.5 G F,HYBRID,MEN'S,Black,24,368305.7101,5029628.56,5050018,18,2176,2175
368637.2381,5029141.34,2177,Central,22,28-Apr-18,28-Apr-18,28-Apr-18,7,Park,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,9000,CANNONDALE,SYNAPSE H-M DIS,RACER,MEN'S,Orange,22,368637.2381,5029141.34,5050018,18,2177,2176
368553.7101,5029869.562,2178,Central,22,29-Apr-18,26-Apr-18,28-Apr-18,5,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,600,MARIN,2002,MOUNTAIN,MEN'S,"Silver, Aluminum, Stainless Steel",1,368553.7101,5029869.562,,,2178,2177
367799.7079,5029420.559,2179,Central,22,7-May-18,7-May-18,7-May-18,2,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,600,MARIN,UNKNOWN,HYBRID,UNISEX,"Silver, Aluminum, Stainless Steel",18,367799.7079,5029420.559,5050019,19,2179,2178
368401.511,5030129.965,2180,Central,22,9-May-18,8-May-18,9-May-18,3,,THEFT<FRM VEHICL,Glebe - Dows Lake,Stolen,2000,OPUS,ALLEGRO,RACER,MEN'S,Blue,16,368401.511,5030129.965,5050036,36,2180,2179
368506.2197,5029140.087,2181,Central,22,10-May-18,8-May-18,8-May-18,3,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,300,BIANCI,UNKNOWN,RACER,MEN'S,Black,12,368506.2197,5029140.087,5050018,18,2181,2180
367983.3463,5028666.201,2182,Central,22,11-May-18,11-May-18,11-May-18,6,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,900,GURU,UNKNOWN,TOURING,UNISEX,White,10,367983.3463,5028666.201,5050019,19,2182,2181
368506.2197,5029140.087,2183,Central,22,17-May-18,17-May-18,17-May-18,5,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,200,CCM,CABRERA,TOURING,UNISEX,Dark Green ,0,368506.2197,5029140.087,5050018,18,2183,2182
368532.6614,5029078.669,2184,Central,22,18-May-18,17-May-18,18-May-18,5,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,439.99,DEVINCI,2017 MILANO,TOURING,MEN'S,Red,18,368532.6614,5029078.669,5050018,18,2184,2183
367664.7071,5029643.561,2185,Central,22,23-May-18,22-May-18,23-May-18,3,,THEFT<BICYCLE,Glebe - Dows Lake,Stolen,800,BIANCHI,UNKNOWN,RACER,MEN'S,Blue,,367664.7071,5029643.561,5050036,36,2185,2184
367799.7079,5029420.559,2186,Central,22,23-May-18,23-May-18,,4,University /College/ Learning Centre,THEFT<BICYCLE,Glebe - Dows Lake,Recovered,950,DEVINCI,DUBLIN,HYBRID,MEN'S,"Black, White",27,367799.7079,5029420.559,5050019,19,2186,2185
